sector,property_type,price,bedRoom,bathroom,balcony,floor_category,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category
sector 56,flat,2.1,3,4,3+,Mid floor,Old Property,2200.0,0,0,0,High
sector 33,flat,1.35,3,2,3+,High floor,New Property,1409.0,0,0,1,Low
sector 107,flat,1.8,3,4,3+,Low floor,Relatively new property,1837.0,1,0,1,Medium
sector 81,flat,2.22,3,4,3+,High floor,Relatively new property,2407.0,1,0,0,High
sector 25,house,10.0,5,5,3+,Mid floor,Moderately New Property,9500.0,1,0,2,Low
sector 79,flat,2.5,3,3,3+,Mid floor,Relatively new property,2244.0,0,0,1,Low
sector 50,house,10.45,5,7,3+,Mid floor,Moderately New Property,3240.0,1,0,0,High
sector 79,flat,2.0,3,4,3+,Low floor,Relatively new property,2629.0,1,0,0,High
sector 65,flat,5.9,3,3,3,Mid floor,Moderately New Property,3043.0,0,0,2,Low
sector 112,flat,5.6,4,6,3+,Mid floor,Relatively new property,3655.35,1,0,0,High
sector 43,house,3.35,1,1,0,Low floor,Old Property,1241.98,0,0,1,Low
manesar,flat,0.9,3,3,3,Low floor,Old Property,1900.0,1,0,2,Low
sector 52,flat,0.45,1,1,0,Low floor,Moderately New Property,513.0,0,0,0,Low
sector 91,flat,1.75,4,3,3+,Mid floor,Relatively new property,2107.0,1,1,1,Medium
sector 45,house,10.0,6,6,3+,Mid floor,Moderately New Property,3240.0,1,1,0,Medium
sector 67,flat,3.4,3,4,3,High floor,Relatively new property,2134.0,1,0,0,High
sector 88a,flat,2.1,4,4,3,Low floor,New Property,1745.0,1,0,1,Medium
sector 102,flat,1.8,3,4,3,High floor,Relatively new property,1710.0,1,0,1,Low
sector 92,flat,1.0,4,4,3,High floor,New Property,1828.0,0,0,1,Low
sector 93,house,1.3,3,2,1,Mid floor,Relatively new property,1152.0,0,0,1,Medium
sector 70a,flat,0.97,3,3,3+,Low floor,Relatively new property,1339.0,0,0,1,Medium
sector 45,house,7.35,6,4,3+,Mid floor,Old Property,2475.0,1,1,0,Medium
sector 84,flat,0.35,2,2,2,Mid floor,Relatively new property,537.0,0,0,1,Low
sector 17,house,2.98,2,6,3+,Mid floor,Relatively new property,1448.99,0,0,1,Medium
sector 54,flat,4.85,3,4,3+,High floor,Relatively new property,1875.0,1,0,0,Low
sector 66,flat,3.0,4,4,3,Mid floor,Relatively new property,2700.0,1,0,0,High
sector 109,house,7.0,5,5,3+,Low floor,Relatively new property,6228.0,1,0,1,Medium
sector 108,flat,0.95,3,3,3,Mid floor,Relatively new property,1649.0,0,0,1,Medium
sector 66,flat,4.6,3,3,3,High floor,Relatively new property,2882.0,1,1,1,Medium
sector 56,flat,2.45,4,4,3+,Low floor,Relatively new property,2900.0,0,0,0,Medium
sector 108,flat,2.6,3,3,2,Mid floor,Relatively new property,1711.0,0,0,1,Medium
sector 93,flat,0.4,2,2,0,Low floor,Relatively new property,730.0,0,0,1,Low
sector 99a,flat,1.13,3,5,3,Mid floor,Relatively new property,1790.0,1,0,1,Low
sector 28,flat,1.91,2,2,2,High floor,New Property,1278.0,0,0,2,Medium
sector 25,house,9.5,9,9,3+,Mid floor,Old Property,2844.0,0,0,1,Medium
sector 2,house,9.0,5,5,2,Low floor,Old Property,4680.0,1,1,2,Medium
sector 25,house,15.5,5,6,3+,Mid floor,Moderately New Property,4518.0,1,1,1,Medium
sector 2,flat,0.55,1,1,2,Mid floor,Moderately New Property,588.0,0,0,1,Low
sector 37c,flat,0.33,2,2,1,Mid floor,Relatively new property,850.0,0,0,0,High
sector 72,flat,4.1,3,3,3,Mid floor,Moderately New Property,2308.0,1,0,1,Low
sector 99,flat,0.92,2,2,3+,High floor,Under Construction,1235.0,0,0,1,Medium
sector 65,flat,6.15,3,5,3+,Low floor,Relatively new property,4271.0,1,0,2,Low
sector 13,house,1.5,2,2,2,Mid floor,Old Property,1426.0,0,0,1,Low
sector 49,flat,2.55,3,4,3,Mid floor,Relatively new property,2060.0,0,0,0,Low
sector 3 phase 2,house,1.0,3,4,2,Low floor,Relatively new property,900.0,0,0,1,Low
sector 46,house,4.25,5,4,2,Mid floor,Moderately New Property,1836.01,0,1,0,Medium
sector 82,house,6.5,4,3,0,Low floor,Relatively new property,3239.96,0,0,1,Low
sector 83,flat,1.1,3,3,2,Mid floor,Relatively new property,1588.0,0,1,0,High
sector 105,house,0.43,3,3,3,Low floor,Relatively new property,1050.0,0,0,1,Low
sector 71,flat,0.65,2,2,1,Mid floor,Relatively new property,590.0,0,0,0,Low
sohna road,flat,0.4,2,2,3,Mid floor,Under Construction,561.0,0,0,1,Low
sector 104,flat,2.6,3,4,3+,Mid floor,Relatively new property,2061.0,1,0,1,Medium
sector 104,flat,0.65,3,2,2,Mid floor,New Property,848.0,0,0,1,Medium
sector 85,flat,1.06,2,2,2,High floor,Relatively new property,1512.0,0,0,1,Low
sector 61,flat,1.55,2,2,1,Mid floor,Under Construction,1041.0,0,0,1,Low
sector 104,flat,1.75,3,4,3+,High floor,Relatively new property,2036.0,1,0,0,Low
sector 33,flat,2.15,3,3,3+,Low floor,New Property,1439.0,0,0,1,Low
sector 108,flat,3.95,3,4,2,High floor,Relatively new property,2343.0,1,0,1,Low
sector 43,house,8.25,5,6,3+,Mid floor,Moderately New Property,2700.0,1,1,0,Medium
sector 2,flat,0.8,3,2,3,Mid floor,Moderately New Property,1440.0,0,0,1,Low
sector 83,flat,1.8,3,4,3+,Mid floor,Relatively new property,1667.0,1,0,0,Medium
sector 36a,flat,2.3,2,2,2,High floor,Relatively new property,1479.0,0,0,1,Medium
sector 69,flat,1.44,3,3,2,Low floor,Relatively new property,1381.0,0,0,1,High
sector 65,flat,2.79,4,4,3+,Low floor,Relatively new property,2194.0,1,0,2,High
sector 95,flat,0.4,3,2,2,Mid floor,New Property,761.0,0,0,1,Low
sector 90,flat,1.21,3,3,3+,Mid floor,Relatively new property,1929.0,1,0,1,Medium
sector 89,flat,1.28,3,3,2,Mid floor,Under Construction,1611.0,0,0,1,Medium
manesar,flat,1.6,4,6,3+,Mid floor,Relatively new property,2611.0,1,0,1,Low
sector 81,flat,3.0,4,5,2,Mid floor,Relatively new property,2882.0,1,0,0,Medium
sector 83,flat,1.35,3,3,3,Mid floor,Relatively new property,1387.0,1,0,1,Low
sector 102,flat,1.35,3,4,3+,Mid floor,Relatively new property,1400.0,1,0,0,High
sector 8,house,0.82,2,4,0,Low floor,Moderately New Property,891.0,0,0,1,Low
sector 85,flat,1.83,3,4,3,Mid floor,Relatively new property,1925.0,0,0,1,Low
sector 106,flat,1.4,3,4,3+,High floor,Under Construction,1593.0,1,0,1,Medium
sector 33,flat,2.96,4,4,3,Low floor,New Property,2371.0,1,0,0,Low
sector 108,flat,1.3,3,3,3+,Mid floor,Relatively new property,1661.0,0,0,1,High
sector 49,house,3.75,3,3,1,Low floor,Old Property,1700.99,0,0,0,Low
sector 4,house,0.47,2,2,1,Low floor,New Property,50.0,0,0,0,Medium
sector 71,flat,0.39,1,1,2,Low floor,New Property,294.0,0,0,1,Low
sector 69,flat,0.75,2,2,2,Mid floor,Moderately New Property,1100.0,0,0,1,Low
sector 79,flat,1.2,3,3,3,High floor,Relatively new property,1165.0,0,0,0,High
sector 70,flat,1.25,3,3,3,High floor,Under Construction,1688.0,0,0,1,Medium
sector 68,flat,1.05,2,2,2,High floor,New Property,1200.0,0,0,0,Medium
sector 111,flat,3.45,4,5,3+,Mid floor,Relatively new property,2670.0,1,0,1,Medium
sector 81,flat,4.4,4,4,3+,Mid floor,New Property,3700.0,1,0,2,Low
sector 33,house,8.0,6,5,3+,Mid floor,Relatively new property,4499.94,0,0,1,Low
sector 82,flat,1.39,3,3,3+,High floor,Relatively new property,1955.0,1,0,0,Medium
sector 108,flat,2.95,3,4,2,High floor,Relatively new property,2003.0,0,0,1,Low
sector 63a,flat,0.7,1,1,0,Mid floor,Under Construction,693.0,0,0,1,Low
sector 69,flat,1.7,3,3,2,Low floor,Relatively new property,1428.0,0,0,1,Low
sector 24,flat,14.0,4,5,3,Mid floor,Old Property,6300.0,0,0,1,Low
sector 106,flat,1.2,3,4,3+,Mid floor,Relatively new property,1186.0,1,0,1,High
sector 108,house,10.5,5,4,3+,Low floor,Relatively new property,7331.0,0,0,1,Medium
sector 2,flat,0.56,1,2,2,Mid floor,Moderately New Property,723.0,0,0,1,Medium
sector 82,flat,1.75,4,5,3+,Low floor,Relatively new property,2535.0,0,0,1,Medium
sector 82,flat,1.12,3,4,2,Mid floor,Relatively new property,1500.0,1,0,1,High
sector 82,flat,0.67,2,2,3,Low floor,Moderately New Property,1150.0,0,0,1,Medium
sector 49,flat,4.79,5,5,3+,High floor,Relatively new property,3724.0,1,0,1,Low
sector 85,flat,1.65,3,4,3,Mid floor,New Property,2179.0,0,0,1,Low
sector 21,house,0.45,3,2,1,Low floor,Old Property,594.0,0,0,1,Low
sector 79,flat,1.45,3,3,3,Mid floor,Relatively new property,2161.0,0,0,1,Low
sector 50,flat,2.65,3,3,3+,Mid floor,Moderately New Property,2491.0,1,0,1,High
sector 9,house,0.6,3,3,1,Low floor,Relatively new property,558.0,0,0,1,Low
sector 65,flat,4.7,3,3,3+,Mid floor,Relatively new property,2380.0,1,0,0,Low
sector 63a,flat,1.55,2,2,2,Low floor,Under Construction,1167.0,0,0,1,Low
sector 2,house,2.9,4,4,3,Low floor,Relatively new property,1556.96,0,1,0,Low
sector 28,house,9.54,6,5,3+,Mid floor,New Property,3240.0,1,1,1,High
sector 56,flat,1.74,3,3,3+,Low floor,Old Property,2400.0,1,0,0,Medium
sector 106,flat,1.25,3,4,3+,Mid floor,Relatively new property,1186.0,1,0,1,High
sector 90,flat,1.25,3,3,2,High floor,Relatively new property,1578.0,0,0,1,Low
sector 110,flat,2.25,4,4,3+,Low floor,Relatively new property,2350.0,1,0,1,High
sector 68,flat,1.08,2,2,3,Low floor,Relatively new property,1130.0,0,0,0,Medium
sector 33,flat,2.5,3,3,2,Low floor,Under Construction,2093.0,0,0,1,Medium
sector 37c,flat,1.4,4,5,3,Mid floor,Relatively new property,2343.0,1,0,1,Low
sector 90,flat,0.66,2,2,3,Mid floor,Relatively new property,1122.0,0,0,1,Medium
sector 105,house,0.55,2,4,0,Low floor,Moderately New Property,56.0,0,0,1,Low
sector 11,flat,0.33,2,2,0,High floor,Relatively new property,761.0,0,0,1,Low
sector 74,flat,1.6,2,2,2,High floor,New Property,1272.0,0,0,1,Low
sector 37c,flat,0.9,3,3,3,Mid floor,Moderately New Property,1537.0,0,0,0,Medium
sector 85,flat,1.25,2,2,2,High floor,Relatively new property,1934.0,0,0,0,Low
sohna road,flat,0.65,2,2,3,Low floor,New Property,822.0,0,0,1,Medium
sector 68,flat,1.02,2,2,2,High floor,Relatively new property,1250.0,0,0,0,Low
sector 52,flat,5.0,5,7,3+,Low floor,Moderately New Property,5778.0,1,0,1,Medium
sector 43,house,6.5,5,4,3+,Mid floor,Moderately New Property,1836.16,1,0,0,Medium
sector 3 phase 3 extension,house,0.55,2,1,0,Low floor,Moderately New Property,1100.0,0,0,1,Low
sector 57,house,3.75,3,4,3,Low floor,Moderately New Property,1620.01,1,1,0,Low
sector 77,flat,1.09,3,4,3+,Mid floor,Relatively new property,1833.0,1,0,0,High
sector 81,flat,2.28,3,3,3+,High floor,Relatively new property,1750.0,1,0,2,Low
sector 109,flat,1.97,4,4,2,High floor,Relatively new property,2380.0,1,0,1,Low
sector 67,flat,1.2,3,3,2,Low floor,Relatively new property,200.0,0,0,1,Low
sector 71,flat,1.2,3,3,3,Mid floor,Relatively new property,1466.0,0,0,0,Low
sector 25,house,16.0,6,5,2,Mid floor,Relatively new property,6000.0,0,0,1,Low
sector 109,flat,1.65,3,3,3,High floor,Relatively new property,1650.0,0,1,0,High
sector 63,house,8.5,4,4,3+,High floor,New Property,3950.0,0,0,1,Medium
sohna road,flat,0.53,2,2,2,Low floor,Relatively new property,913.0,0,0,1,High
sohna road,flat,0.35,2,2,2,High floor,New Property,616.0,0,0,1,Medium
sector 30,flat,1.3,3,3,2,Low floor,Old Property,1401.0,0,0,1,Low
sector 33,flat,1.07,2,2,2,High floor,Under Construction,1253.0,0,0,1,Medium
sector 108,flat,2.45,3,3,3,High floor,Relatively new property,1460.0,0,0,1,Low
sector 79,flat,2.69,3,4,3+,Mid floor,New Property,2152.0,1,0,1,Low
sector 43,flat,2.75,3,4,3+,Mid floor,Moderately New Property,2222.0,1,0,0,Low
sector 3 phase 2,house,0.4,2,1,0,Low floor,Relatively new property,500.0,0,0,1,Low
gwal pahari,flat,1.45,3,3,3,Mid floor,Under Construction,1430.0,0,0,1,Low
sector 113,flat,1.75,2,2,2,Mid floor,Relatively new property,1430.0,0,0,1,Medium
sector 67,flat,2.8,3,3,3,Mid floor,Moderately New Property,2047.0,1,0,2,Low
sector 56,house,7.5,8,8,3+,Mid floor,Relatively new property,3240.0,1,0,2,Low
sector 84,flat,0.9,3,3,3,High floor,Relatively new property,1652.0,0,0,1,Medium
sector 71,flat,1.12,3,4,3,Low floor,Moderately New Property,1631.0,1,0,1,Medium
sector 90,flat,1.25,4,4,3,Mid floor,Relatively new property,2861.0,0,0,1,High
sector 81,flat,0.82,2,2,3,Low floor,Relatively new property,955.0,0,0,1,Medium
sector 28,house,5.5,4,3,3,Low floor,Old Property,1799.97,0,0,0,Low
sector 92,flat,0.56,3,1,3,Low floor,Moderately New Property,1316.0,0,0,0,Medium
sector 70,flat,1.64,3,5,3,Mid floor,Relatively new property,1527.0,1,0,1,Medium
sector 103,flat,1.2,2,2,3,Mid floor,Moderately New Property,1288.0,0,0,1,Low
sector 28,flat,1.6,2,2,2,Mid floor,Relatively new property,1222.0,0,0,1,Medium
sector 92,flat,0.49,2,2,2,Low floor,Relatively new property,1109.0,0,0,1,Medium
sohna road,flat,0.26,1,1,1,Mid floor,New Property,438.0,0,0,1,Low
sector 102,flat,1.24,2,2,2,Mid floor,Relatively new property,1100.0,0,0,1,Medium
sector 106,flat,1.15,3,4,3+,High floor,Relatively new property,1186.0,1,0,0,High
sector 12,house,6.0,4,6,2,Low floor,Old Property,1710.0,0,0,1,Low
sector 37d,flat,1.17,2,2,2,Low floor,Relatively new property,1276.0,0,0,1,Medium
sector 92,flat,0.5,3,3,2,Low floor,Relatively new property,1068.0,0,0,1,Low
sector 43,flat,2.35,3,3,2,Low floor,Old Property,1527.0,0,1,0,Medium
sector 113,flat,3.35,4,4,3+,High floor,Relatively new property,2991.0,1,0,1,High
sector 62,flat,7.15,4,5,3+,Mid floor,Relatively new property,3925.0,1,1,0,High
sector 82,flat,0.81,2,2,2,High floor,Relatively new property,1176.0,0,0,0,Medium
sector 81,flat,2.2,3,4,3+,Mid floor,Relatively new property,1900.0,1,0,2,Medium
sector 65,flat,5.3,3,3,3,High floor,Moderately New Property,2506.0,1,0,2,Low
sector 37c,flat,0.75,2,2,3+,High floor,Relatively new property,1430.0,0,0,1,Medium
sohna road,flat,0.91,3,3,3,Low floor,Relatively new property,1599.0,0,0,1,High
sector 69,flat,3.05,4,5,3+,High floor,Relatively new property,2856.0,1,0,1,Low
sector 72,flat,6.75,4,4,3+,Low floor,New Property,4000.0,1,0,0,High
sector 71,flat,0.95,2,2,0,Mid floor,Moderately New Property,1200.0,0,0,1,Low
sector 79,flat,1.45,2,2,3+,Mid floor,Relatively new property,1494.0,0,0,1,Medium
sector 104,flat,0.26,1,1,2,Low floor,Relatively new property,301.0,0,0,1,Medium
sector 2,flat,3.35,4,4,3+,Low floor,New Property,5000.0,0,0,1,Medium
sector 61,flat,2.2,3,3,2,Low floor,Under Construction,1778.0,0,0,1,Low
sector 63a,flat,3.15,3,3,3,Mid floor,Under Construction,2153.0,0,0,1,Low
sector 49,flat,1.69,3,3,3,Mid floor,Moderately New Property,2178.0,0,0,1,Medium
sector 67,house,5.46,4,5,3+,Low floor,Relatively new property,2259.0,0,1,0,Medium
sector 65,flat,2.5,3,3,3,High floor,Under Construction,1654.0,0,0,1,Low
sector 25,house,4.5,5,3,2,Mid floor,Old Property,1350.01,0,1,1,Low
sector 67a,flat,1.6,3,3,2,Mid floor,New Property,1346.0,0,1,0,Medium
sector 53,flat,8.25,3,4,3,Mid floor,Under Construction,2661.0,1,0,2,Low
sector 91,flat,1.4,3,3,3+,Mid floor,Relatively new property,1700.0,0,0,1,Medium
sector 66,flat,2.99,3,3,3,Mid floor,Relatively new property,2000.0,1,0,0,Low
sector 2,house,3.65,3,9,3+,Mid floor,New Property,1557.03,1,0,0,Medium
sector 2,flat,1.36,3,3,3+,Mid floor,Moderately New Property,1611.0,0,0,1,Medium
sector 86,flat,1.23,2,2,3,High floor,Relatively new property,1339.0,0,0,1,Low
sector 86,flat,1.3,4,6,2,High floor,New Property,2521.0,1,0,1,Medium
sector 9a,flat,0.75,3,3,3,Mid floor,Old Property,1433.0,0,0,1,Low
sector 85,flat,1.45,3,4,2,Mid floor,New Property,1616.0,1,0,1,Low
sector 45,house,4.49,3,9,3+,Mid floor,Moderately New Property,1836.03,0,0,0,Medium
sector 66,house,9.01,4,4,3+,Mid floor,Relatively new property,5574.7,1,1,1,Medium
sector 37c,flat,0.4,2,2,3,Mid floor,Under Construction,756.0,0,0,1,Medium
sector 28,house,11.25,9,9,3+,Low floor,Moderately New Property,3240.0,1,1,0,Medium
sector 83,flat,0.8,2,2,2,Mid floor,Moderately New Property,1195.0,0,1,1,Low
sector 54,house,3.51,4,4,3,Mid floor,New Property,2844.0,1,0,1,Medium
sector 69,flat,1.32,3,3,1,High floor,Relatively new property,1419.0,0,0,0,Medium
sector 79,flat,2.03,3,4,3+,Mid floor,Relatively new property,2031.0,1,0,1,Medium
sector 103,house,3.25,4,3,3+,High floor,Under Construction,4000.0,0,0,1,Medium
sector 24,flat,4.25,3,4,3+,Mid floor,Old Property,3201.0,1,0,0,Medium
sector 43,house,5.3,3,9,3+,Mid floor,Moderately New Property,1935.01,1,0,0,Medium
sector 102,flat,1.35,3,3,3,Mid floor,Relatively new property,1315.0,1,0,1,Medium
sector 70a,flat,1.9,4,3,3,Low floor,New Property,2111.0,0,1,1,Medium
sector 92,flat,0.75,3,3,3,Low floor,Relatively new property,1415.0,0,0,0,Low
sector 61,flat,1.47,2,2,2,Low floor,Under Construction,1333.0,0,0,1,Medium
sector 43,house,9.5,5,5,3+,Low floor,Relatively new property,2250.01,1,0,0,Medium
sector 50,house,11.5,5,6,0,Low floor,Moderately New Property,3240.0,0,0,1,Low
sector 61,flat,2.41,3,3,3,Low floor,New Property,1630.0,0,0,1,Medium
sector 95,flat,0.92,3,3,3+,High floor,New Property,1750.0,0,0,1,Low
sector 9a,flat,1.5,4,3,3+,Mid floor,Moderately New Property,2056.0,0,0,1,Low
sector 7,flat,0.48,3,2,1,Low floor,New Property,889.0,0,0,1,Low
sector 86,flat,1.25,2,2,3,High floor,Moderately New Property,1339.0,0,0,1,Low
sector 102,flat,1.95,3,3,3,Mid floor,New Property,1616.0,0,0,0,High
sector 99,flat,0.82,2,2,3,Low floor,New Property,1365.0,0,0,1,Medium
sector 70a,house,1.18,3,3,3+,Low floor,Relatively new property,1611.0,0,0,0,High
sector 10a,flat,0.9,2,2,3,Mid floor,New Property,1086.0,0,0,1,Medium
sector 43,house,2.15,1,1,0,Low floor,Moderately New Property,1650.0,0,0,1,Low
sector 104,flat,1.3,3,3,3,Mid floor,New Property,1490.0,0,0,1,Medium
sector 82,flat,1.28,3,3,3,Mid floor,Relatively new property,1800.0,0,0,0,High
sector 49,flat,2.1,3,3,3,Mid floor,Moderately New Property,1604.25,0,0,0,Medium
sector 92,flat,0.45,3,3,1,Mid floor,Relatively new property,833.0,0,0,1,Low
sohna road,flat,0.39,2,2,2,Mid floor,Relatively new property,720.0,0,0,1,Low
sector 26,house,3.25,3,3,3,Low floor,Old Property,8829.09,0,0,1,Medium
sector 95,flat,0.6,2,2,2,High floor,Relatively new property,974.0,0,0,1,Low
sector 59,flat,5.0,4,4,3+,High floor,Relatively new property,4254.0,1,1,0,High
sector 107,flat,0.9,2,2,3,Mid floor,Relatively new property,1281.0,0,0,0,Medium
sector 39,house,1.8,1,1,2,Mid floor,Relatively new property,800.0,0,0,1,Low
sector 37d,flat,1.77,4,3,3,High floor,Relatively new property,2025.0,1,0,1,Low
sector 85,flat,1.58,3,4,3,Mid floor,Relatively new property,2227.0,1,0,1,High
sector 3 phase 3 extension,house,1.5,6,1,0,Low floor,New Property,3000.0,0,0,1,Low
sector 102,flat,1.82,3,4,3+,High floor,Moderately New Property,1757.0,1,0,1,Medium
sector 88a,flat,1.4,3,3,3+,Mid floor,Relatively new property,1674.0,0,0,0,Low
sector 2,flat,1.5,3,4,3+,Mid floor,Moderately New Property,1738.0,1,0,1,Medium
sector 37c,flat,0.78,2,2,3,Low floor,Moderately New Property,1068.1,0,0,0,Medium
sector 37c,flat,0.99,3,4,3,Mid floor,Relatively new property,1660.0,1,0,1,Low
sector 85,flat,1.25,3,4,2,Mid floor,Relatively new property,1900.0,1,0,0,High
sector 70a,flat,2.8,3,4,3,High floor,Relatively new property,2350.0,1,0,1,Low
sector 43,house,5.5,8,7,3+,Mid floor,Moderately New Property,2850.0,1,0,0,Medium
sector 70,flat,1.66,3,5,3,Mid floor,Relatively new property,1527.0,1,0,1,Medium
sector 12,house,0.7,4,4,1,Low floor,Moderately New Property,1700.0,0,0,1,Low
sector 70,flat,1.55,3,3,3,Mid floor,Relatively new property,1527.0,1,0,1,Low
sector 52,flat,0.29,1,1,0,Low floor,Moderately New Property,278.0,0,0,0,Low
sector 30,flat,1.45,3,2,2,Low floor,Old Property,1300.0,0,0,2,Medium
sector 102,flat,1.3,3,3,3,Mid floor,Relatively new property,1388.0,1,0,1,Medium
sector 7,house,1.2,2,4,2,Mid floor,Old Property,1072.0,0,0,1,Low
sector 49,flat,0.8,1,1,1,Low floor,Moderately New Property,720.0,0,0,1,Low
sector 90,flat,1.6,4,4,3+,Mid floor,Relatively new property,2139.0,1,0,1,Medium
sector 89,flat,1.5,3,3,3,Low floor,New Property,1944.0,0,0,1,Low
sector 68,flat,1.32,2,2,2,Mid floor,New Property,1460.0,0,0,1,Low
sector 26,house,17.0,5,5,3+,Low floor,Relatively new property,4518.0,1,1,0,Medium
sector 69,flat,3.1,4,6,3+,High floor,Relatively new property,2817.0,1,0,1,High
sohna road,flat,0.56,2,2,3,Mid floor,New Property,913.0,0,0,1,Medium
sector 37c,flat,0.87,2,3,3+,Mid floor,Relatively new property,1300.0,0,0,1,Medium
sector 79,flat,1.34,2,2,3,Low floor,Relatively new property,1423.0,0,0,1,High
sector 50,flat,2.7,3,3,3+,Mid floor,Moderately New Property,2357.0,1,0,1,Medium
sector 37c,flat,1.2,3,3,3,Mid floor,Under Construction,1647.0,0,0,1,Low
sector 110,flat,3.49,4,5,3,Mid floor,Relatively new property,3077.0,1,0,1,High
sector 54,flat,3.25,3,3,3+,Low floor,Old Property,2558.0,0,0,0,Medium
sector 9,flat,1.2,4,3,2,Mid floor,Moderately New Property,2000.0,0,0,0,Low
sector 26,house,6.75,3,3,3,Low floor,Moderately New Property,2430.0,0,0,1,Low
sector 28,flat,1.0,1,1,1,Low floor,Old Property,995.0,0,0,0,Medium
sector 86,flat,0.74,2,2,1,High floor,Under Construction,1231.0,0,0,1,Low
sector 106,flat,1.34,4,5,3+,Mid floor,Relatively new property,1535.0,1,0,1,Low
sector 102,flat,1.3,3,3,3,Mid floor,Relatively new property,1315.0,1,0,0,Medium
sector 104,flat,1.73,3,4,3+,High floor,Relatively new property,2072.0,1,0,1,High
sector 104,flat,1.4,3,2,2,Mid floor,Under Construction,1120.0,0,0,1,Low
sector 48,flat,4.3,4,5,3+,Mid floor,New Property,3444.0,1,0,1,Medium
sector 102,flat,2.2,3,4,3+,Mid floor,Moderately New Property,1945.0,1,0,1,Medium
sector 105,house,0.38,2,2,2,Low floor,Moderately New Property,56.0,0,0,1,Low
sector 69,flat,1.4,3,3,1,High floor,Relatively new property,1376.0,0,0,1,High
sector 69,flat,1.92,4,4,2,Low floor,Relatively new property,1389.0,0,0,1,High
sector 69,flat,1.7,4,4,2,Mid floor,New Property,1819.0,0,0,1,Medium
sector 102,flat,1.92,3,3,3,High floor,Relatively new property,2222.0,1,1,1,Medium
sector 107,flat,1.2,3,3,3,Mid floor,Relatively new property,1750.0,0,0,0,Low
sohna road road,flat,1.5,2,2,3,High floor,New Property,1361.0,0,0,1,Low
sector 14,house,3.4,3,3,3,Low floor,Old Property,2250.0,0,0,1,Low
sector 88a,flat,1.15,2,2,1,High floor,New Property,120.0,0,0,1,Medium
sector 67a,flat,1.5,2,2,2,Mid floor,Relatively new property,1500.0,0,1,0,Low
sector 85,flat,1.8,3,3,3,High floor,Under Construction,141.0,0,0,1,Low
sector 71,flat,1.25,3,4,2,High floor,Relatively new property,1577.0,1,0,2,Medium
sector 90,flat,0.86,3,4,3,Low floor,Relatively new property,1525.0,1,0,0,Medium
sector 113,flat,3.35,3,4,3+,High floor,New Property,2200.0,1,0,1,High
